Title,Imdb,Runtime,Year,Director,Platform,Genre
Forgive Us Our Trespasses,6.5,13min,2022,Ashley Eakin,Netflix,Drama
Felix Lobrecht: Hype,5.8,59min,2020,Jan-Peter Horns,Netflix,Comedy
"Love, Guaranteed",5.6,1h 30min,2020,Mark Steven Johnson,Netflix,"Comedy, Romance"
The Power of the Dog,6.8,2h 6min,2021,Jane Campion,Netflix,"Western, Drama, Romance"
The Lost Husband,6.1,1h 49min,2020,Vicky Wight,Netflix,"Romance, Drama"
Backtrace,3.8,1h 32min,2018,Brian A. Miller,Netflix,"Mystery & Thriller, Drama, Crime, Science-Fiction, Action & Adventure"
Cici,7.2,2h 31min,2022,Berkun Oya,Netflix,Drama
How I Became a Gangster,6.9,2h 20min,2020,Maciej Kawulski,Netflix,"Drama, Crime, Made in Europe"
Iliza Shlesinger: Unveiled,6.5,1h 18min,2019,Steve Paley,Netflix,Comedy
What We Wanted,5.9,1h 34min,2020,Ulrike Kofler,Netflix,Drama
Pete Davidson: Alive from New York,6.1,49min,2020,Jason Orley,Netflix,Comedy
Ali Wong: Don Wong,6.6,59min,2022,Nahnatchka Khan,Netflix,Comedy
Along for the Ride,6.1,1h 46min,2022,Sofia Alvarez,Netflix,"Drama, Romance"
Attack of the Hollywood Clichés!,6.196438356164386,59min,2021,Sean Doherty,Netflix,Documentary
All Day and a Night,6.0,2h 1min,2020,Joe Robert Cole,Netflix,Drama
The Elephant Whisperers,6.196438356164386,40min,2022,Kartiki Gonsalves,Netflix,Documentary
Get Smart With Money,6.196438356164386,1h 33min,2022,Stephanie Soechtig,Netflix,Documentary
The Darkness,4.5,1h 32min,2016,Greg McLean,Netflix,"Mystery & Thriller, Horror"
Animal Crackers,5.8,1h 45min,2017,Tony Bancroft,Netflix,"Comedy, Animation, Action & Adventure, Kids & Family, Fantasy"
Civil: Ben Crump,5.9,1h 41min,2022,Nadia Hallgren,Netflix,Documentary
"Monica, O My Darling",7.4,2h 9min,2022,Vasan Bala,Netflix,"Comedy, Drama, Mystery & Thriller, Crime"
The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,6.3,1h 48min,2016,Måns Herngren,Netflix,"Comedy, Crime, Made in Europe"
Into the Deep: The Submarine Murder Case,6.196438356164386,1h 27min,2020,Emma Sullivan,Netflix,Crime
Freaks – You're One of Us,5.4,1h 33min,2020,Felix Binder,Netflix,"Drama, Fantasy, Mystery & Thriller, Science-Fiction, Action & Adventure"
Live Is Life,6.3,1h 50min,2022,Dani de la Torre,Netflix,"Comedy, Action & Adventure, Drama"
Under the Amalfi Sun,5.3,1h 30min,2022,Martina Pastori,Netflix,"Comedy, Romance, Drama"
Lilli,5.7,1h 31min,2018,Prasobh VIjayan,Netflix,"Drama, Mystery & Thriller"
Escape the Undertaker,4.2,31min,2021,Ben Simms,Netflix,"Mystery & Thriller, Horror, Comedy"
Super Me,5.8,1h 42min,2019,Zhang Chong,Netflix,"Fantasy, Drama, Science-Fiction"
Camp Confidential: America's Secret Nazis,6.3,34min,2021,Daniel Sivan,Netflix,"Documentary, Animation, History"
Jurassic World Camp Cretaceous: Hidden Adventure,6.196438356164386,32min,2022,Leah Artwick,Netflix,"Action & Adventure, Animation"
Laal Singh Chaddha,5.5,2h 37min,2022,Advait Chandan,Netflix,"Romance, Comedy, Drama, War & Military, Kids & Family"
Viking Wolf,5.2,1h 37min,2022,Stig Svendsen,Netflix,"Horror, Mystery & Thriller"
Fatal Affair,4.6,1h 29min,2020,Peter Sullivan,Netflix,"Mystery & Thriller, Crime, Drama"
If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,7.9,1h 35min,2018,Stephen Kijak,Netflix,"Music & Musical, Documentary"
Mars One,7.4,1h 55min,2022,Gabriel Martins,Netflix,Drama
Gabriel Iglesias: Stadium Fluffy,7.1,1h 55min,2022,Manny Rodriguez,Netflix,"Comedy, Documentary"
A Call to Spy,6.6,2h 3min,2019,Lydia Dean Pilcher,Netflix,"Crime, Drama, Mystery & Thriller, War & Military"
The Figo Affair: The Transfer That Changed Football,7.1,1h 45min,2022,David Tryhorn,Netflix,"Documentary, Sport"
Sarah Cooper: Everything's Fine,5.5,49min,2020,Natasha Lyonne,Netflix,Comedy
Magic Mike XXL,5.6,1h 55min,2015,Gregory Jacobs,Netflix,"Comedy, Drama, Music & Musical"
JJ+E,5.3,1h 30min,2021,Alexis Almström,Netflix,"Drama, Romance"
Milestone,6.6,1h 38min,2020,Ivan Ayr,Netflix,Drama
7 Yards: The Chris Norton Story,7.8,1h 33min,2021,Jonathon Link,Netflix,Documentary
Hotel Transylvania 2,6.6,1h 29min,2015,Genndy Tartakovsky,Netflix,"Comedy, Kids & Family, Animation, Fantasy, Romance, Action & Adventure, Drama, Horror, Music & Musical"
Jobs,6.0,2h 9min,2013,Joshua Michael Stern,Netflix,"Drama, Documentary"
Who's a Good Boy?,4.6,1h 35min,2022,Ihtzi Hurtado,Netflix,Comedy
Shiny_Flakes: The Teenage Drug Lord,7.3,1h 36min,2021,Eva Müller,Netflix,"Crime, Documentary"
Grudge,5.5,1h 44min,2021,Türkan Derya,Netflix,"Mystery & Thriller, Drama, Crime"
Kaapa,6.196438356164386,2h 13min,2022,Shaji Kailas,Netflix,"Action & Adventure, Drama"
Trolls,6.4,1h 32min,2016,Mike Mitchell,Netflix,"Comedy, Romance, Animation, Kids & Family, Fantasy"
Rise of the Teenage Mutant Ninja Turtles: The Movie,6.0,1h 22min,2022,Andy Suriano,Netflix,"Fantasy, Science-Fiction, Animation, Action & Adventure, Comedy, Drama, Kids & Family"
Operation Christmas Drop,5.8,1h 35min,2020,Martin Wood,Netflix,"Comedy, Kids & Family, Romance"
Critical Thinking,6.5,1h 57min,2020,John Leguizamo,Netflix,Drama
Lords of Scam,6.3,1h 45min,2021,Guillaume Nicloux,Netflix,"Documentary, Crime"
Beauty,4.1,1h 35min,2022,Andrew Dosunmu,Netflix,"Drama, Romance"
Pete Davidson Presents: The Best Friends,4.8,58min,2022,Jason Orley,Netflix,"Comedy, Documentary"
My Father's Violin,6.4,1h 52min,2022,Andaç Haznedaroğlu,Netflix,Drama
Nothing to Hide,6.8,1h 30min,2018,Fred Cavayé,Netflix,"Drama, Comedy, Made in Europe"
Lesson Plan,5.0,1h 41min,2022,Daniel Markowicz,Netflix,"Action & Adventure, Crime, Drama"
The Wait,6.3,2h 2min,2021,Fiyin Gambo,Netflix,Drama
Count Me In,6.8,1h 21min,2021,Mark Lo,Netflix,"Documentary, Music & Musical"
40 Sticks,5.5,1h 33min,2020,Victor Gatonye,Netflix,Mystery & Thriller
Anthony Jeselnik: Fire in the Maternity Ward,7.2,1h 4min,2019,Marcus Raboy,Netflix,Comedy
Definition Please,5.5,1h 31min,2022,Sujata Day,Netflix,"Drama, Comedy"
Street Flow,6.4,1h 35min,2019,Leila Sy,Netflix,"Drama, Crime"
Godspeed,6.5,1h 59min,2022,Mehmet Ada Öztekin,Netflix,Drama
BLACKPINK: Light Up the Sky,7.3,1h 19min,2020,Caroline Suh,Netflix,"Documentary, Music & Musical"
The Christmas Chronicles,7.0,1h 43min,2018,Clay Kaytis,Netflix,"Comedy, Kids & Family, Fantasy"
Thallumaala,7.0,2h 26min,2022,Khalid Rahman,Netflix,"Drama, Action & Adventure, Comedy"
Can You Keep a Secret?,5.3,1h 35min,2019,Elise Duran,Netflix,"Comedy, Romance"
"Rob Schneider: Asian Momma, Mexican Kids",5.5,44min,2020,Tyler Spindel,Netflix,Comedy
Wedding Season,6.3,1h 38min,2022,Tom Dey,Netflix,"Comedy, Romance"
The Claus Family,5.5,1h 36min,2020,Matthias Temmermans,Netflix,"Comedy, Kids & Family, Fantasy"
Downfall: The Case Against Boeing,7.4,1h 29min,2022,Rory Kennedy,Netflix,Documentary
The Best of Netflix Is a Joke: The Festival,6.196438356164386,54min,2022,Despina Mirou,Netflix,Comedy
Skater Girl,6.6,1h 47min,2021,Manjari Makijany,Netflix,"Drama, Kids & Family, Sport"
Copenhagen,7.0,1h 38min,2014,Mark Raso,Netflix,"Drama, Romance"
Hostage House,3.9,1h 30min,2021,David Benullo,Netflix,Mystery & Thriller
The Babysitter: Killer Queen,5.8,1h 41min,2020,McG,Netflix,"Comedy, Horror"
Radhe Shyam,5.3,2h 18min,2022,Radha Krishna Kumar,Netflix,"Drama, Romance"
Silverton Siege,6.3,1h 40min,2022,"Mandlakayise Walter Dube, Jr.",Netflix,"Crime, Drama, Mystery & Thriller, Action & Adventure"
Rurouni Kenshin: The Final,7.2,2h 18min,2021,Keishi Ōtomo,Netflix,"Drama, History, Action & Adventure"
Jenny Slate: Stage Fright,5.8,1h 6min,2019,Gillian Robespierre,Netflix,"Comedy, Reality TV"
Mirai,7.0,1h 38min,2018,Mamoru Hosoda,Netflix,"Drama, Animation, Kids & Family, Fantasy"
Showtime 1958,6.3,1h 50min,2022,Anwardi Jamil,Netflix,"Drama, Kids & Family"
Whipped,4.1,1h 37min,2020,Chandra Liow,Netflix,"Drama, Comedy, Romance"
The Entitled,4.6,1h 30min,2022,Theodore Boborol,Netflix,"Comedy, Drama, Romance"
Beyond the Lights,6.8,1h 56min,2014,Gina Prince-Bythewood,Netflix,"Drama, Music & Musical, Romance"
11M: Terror in Madrid,6.9,1h 32min,2022,José Gómez,Netflix,Documentary
Don't Blame Karma!,4.7,1h 25min,2022,Elisa Miller,Netflix,"Comedy, Romance"
Birth Reborn,7.7,1h 31min,2013,Eduardo Chauvet,Netflix,"Documentary, History, Kids & Family"
Don't Kill Me,4.3,1h 30min,2021,Andrea De Sica,Netflix,"Horror, Romance, Fantasy"
The 8th Night,5.3,1h 55min,2021,Kim Tae-hyoung,Netflix,"Mystery & Thriller, Horror"
Today We Fix the World,6.2,1h 53min,2022,Ariel Winograd,Netflix,"Comedy, Drama"
Father Stu,6.5,2h 4min,2022,Rosalind Ross,Netflix,Drama
The Father Who Moves Mountains,5.5,1h 48min,2021,Daniel Sandu,Netflix,"Mystery & Thriller, Drama"
The Claus Family 2,5.5,1h 38min,2021,Ruben Vandenborre,Netflix,"Kids & Family, Comedy, Fantasy"
The Discovery,6.2,1h 42min,2017,Charlie McDowell,Netflix,"Mystery & Thriller, Drama, Romance, Science-Fiction"
Lost Bullet,6.3,1h 33min,2020,Guillaume Pierret,Netflix,"Mystery & Thriller, Crime, Action & Adventure"
Pihu,6.7,1h 31min,2018,Vinod Kapri,Netflix,"Mystery & Thriller, Drama, Kids & Family"
Who Killed Santa? A Murderville Murder Mystery,6.5,53min,2022,Laura Murphy,Netflix,"Comedy, Crime"
Dance of the Forty One,6.8,1h 39min,2020,David Pablos,Netflix,"Drama, History"
The Forest of Love,6.3,2h 31min,2019,Sion Sono,Netflix,"Mystery & Thriller, Crime, Drama, Horror"
Whitney Cummings: Jokes,5.6,59min,2022,Marcus Raboy,Netflix,Comedy
"...Watch Out, We're Mad",3.1,1h 30min,2022,Niccolò Celaia,Netflix,"Action & Adventure, Western, Comedy"
The Raid 2,7.9,2h 30min,2014,Gareth Evans,Netflix,"Mystery & Thriller, Crime, Action & Adventure"
The Dreamlife of Georgie Stone,6.196438356164386,30min,2022,Maya Newell,Netflix,Documentary
Guest House,4.4,1h 24min,2020,Sam Macaroni,Netflix,Comedy
Sleight,5.9,1h 29min,2016,J.D. Dillard,Netflix,"Science-Fiction, Action & Adventure, Mystery & Thriller, Crime, Drama"
The Taming of the Shrewd,4.5,1h 52min,2022,Anna Wieczur-Bluszcz,Netflix,"Comedy, Drama, Romance"
Neal Brennan: Blocks,7.7,1h 2min,2022,Derek DelGaudio,Netflix,"Comedy, Documentary"
Love Today,8.1,2h 34min,2022,Pradeep Ranganathan,Netflix,"Comedy, Romance, Drama"
Jewel,3.7,1h 20min,2022,Adze Ugah,Netflix,Drama
A 3 Minute Hug,6.196438356164386,28min,2018,Everardo González,Netflix,Documentary
Bartkowiak,5.1,1h 31min,2021,Daniel Markowicz,Netflix,"Action & Adventure, Mystery & Thriller, Crime, Sport"
Hellhole,5.3,1h 38min,2019,Bas Devos,Netflix,"Drama, Made in Europe"
The Festival of Troubadours,6.196438356164386,1h 42min,2022,Özcan Alper,Netflix,Drama
Rumspringa,4.7,1h 42min,2022,Mira Thiel,Netflix,"Comedy, Drama, Romance"
To All the Boys: Always and Forever,6.3,1h 55min,2021,Michael Fimognari,Netflix,"Drama, Comedy, Romance"
Belleville Cop,5.0,1h 50min,2018,Rachid Bouchareb,Netflix,"Comedy, Crime, Made in Europe"
Biggie: I Got a Story to Tell,6.8,1h 37min,2021,Emmett Malloy,Netflix,"Documentary, Music & Musical"
Good Game: The Beginning,4.5,1h 44min,2018,Umut Aral,Netflix,"Comedy, Sport, Drama"
Ek Villain Returns,4.4,2h 7min,2022,Mohit Suri,Netflix,"Action & Adventure, Mystery & Thriller, Crime, Romance"
The Masked Scammer,6.2,1h 30min,2022,Yvann Yagchi,Netflix,"Crime, Documentary"
Neon Lights,4.4,1h 30min,2022,Rouzbeh Heydari,Netflix,"Horror, Mystery & Thriller"
His House,6.5,1h 33min,2020,Remi Weekes,Netflix,"Horror, Mystery & Thriller, Drama"
All My Friends Are Dead,5.8,1h 35min,2020,Jan Belcl,Netflix,"Comedy, Drama, Mystery & Thriller, Crime, Horror"
El Camino: A Breaking Bad Movie,7.3,2h 3min,2019,Vince Gilligan,Netflix,"Mystery & Thriller, Drama, Action & Adventure, Crime"
Free to Play,7.6,1h 15min,2014,Valve Company,Netflix,"Documentary, Action & Adventure"
The Royal Treatment,5.2,1h 36min,2022,Rick Jacobson,Netflix,"Romance, Comedy, Kids & Family"
Cyber Hell: Exposing an Internet Horror,6.5,1h 45min,2022,Choi Jin-sung,Netflix,"Documentary, Crime"
Trees of Peace,6.5,1h 37min,2021,Alanna Brown,Netflix,Drama
Tattoo of Revenge,5.0,2h 30min,2018,Julián Hernández,Netflix,"Mystery & Thriller, Comedy, Romance"
Spiderhead,5.4,1h 46min,2022,Joseph Kosinski,Netflix,"Mystery & Thriller, Action & Adventure, Crime, Drama, Science-Fiction"
ReMastered: The Miami Showband Massacre,7.0,1h 10min,2019,Stuart Sender,Netflix,"Documentary, Crime, Music & Musical"
God's Crooked Lines,7.0,2h 35min,2022,Oriol Paulo,Netflix,"Drama, Mystery & Thriller"
Mousa,6.0,1h 41min,2021,Peter Mimi,Netflix,"Science-Fiction, Action & Adventure, Drama"
Scrooge: A Christmas Carol,6.2,1h 36min,2022,Stephen Donnelly,Netflix,"Animation, Comedy, Drama, Kids & Family, Fantasy"
Manmadhudu 2,4.8,2h 35min,2019,Rahul Ravindran,Netflix,"Romance, Comedy, Drama"
Double World,6.2,1h 50min,2020,Teddy Chan,Netflix,"Fantasy, Action & Adventure"
Hard Kill,3.0,1h 38min,2020,Matt Eskandari,Netflix,"Action & Adventure, Mystery & Thriller"
Brave Blue World,6.7,50min,2020,Tim Neeves,Netflix,Documentary
Petta,7.3,2h 52min,2019,Karthik Subbaraj,Netflix,"Drama, Action & Adventure"
Marilyn's Eyes,6.6,1h 50min,2021,Simone Godano,Netflix,"Comedy, Drama"
Dhokha: Round D Corner,6.3,1h 48min,2022,Kookie Gulati,Netflix,"Mystery & Thriller, Crime, Drama, Comedy"
Adam Devine: Best Time of Our Lives,5.9,58min,2019,Jay Karas,Netflix,Comedy
Brahms: The Boy II,4.7,1h 26min,2020,William Brent Bell,Netflix,"Mystery & Thriller, Horror, Drama"
First Match,6.4,1h 42min,2018,Olivia Newman,Netflix,"Drama, Sport"
Mrs. Serial Killer,4.1,1h 48min,2020,Shirish Kunder,Netflix,"Mystery & Thriller, Drama, Crime"
Iliza Shlesinger: Hot Forever,6.6,1h 8min,2022,Steve Paley,Netflix,"Comedy, Documentary"
Togo,5.3,1h 35min,2022,Adrián Caetano,Netflix,"Drama, Mystery & Thriller, Crime"
Look Both Ways,6.3,1h 50min,2022,Wanuri Kahiu,Netflix,"Drama, Comedy, Romance, Fantasy"
Kitty Love: An Homage to Cats,5.1,1h 0min,2020,Mark Verkerk,Netflix,"Documentary, Made in Europe"
The Next 365 Days,2.7,1h 52min,2022,Tomasz Mandes,Netflix,"Drama, Romance"
Stuck with You,5.4,59min,2022,Frank Bellocq,Netflix,"Romance, Comedy"
Ferry,7.0,1h 46min,2021,Cecilia Verheyden,Netflix,"Action & Adventure, Crime, Drama, Mystery & Thriller"
Jo Koy: Live from the Los Angeles Forum,7.2,1h 14min,2022,Shannon Hartman,Netflix,Comedy
Becoming,7.0,1h 29min,2020,Nadia Hallgren,Netflix,Documentary
AI Love You,4.5,1h 35min,2022,Stephan Zlotescu,Netflix,"Science-Fiction, Drama, Romance"
The Best Man Holiday,6.6,2h 3min,2013,Malcolm D. Lee,Netflix,"Comedy, Drama"
Apollo 10½:  A Space Age Childhood,7.2,1h 38min,2022,Richard Linklater,Netflix,"Comedy, Animation, Drama, Kids & Family, Romance, Science-Fiction, Action & Adventure, History, Horror"
Homunculus,5.5,1h 59min,2021,Takashi Shimizu,Netflix,"Drama, Mystery & Thriller, Fantasy"
20th Century Girl,7.3,1h 59min,2022,Bang Woo-ri,Netflix,"Drama, Romance"
Confessions of an Invisible Girl,5.2,1h 31min,2021,Bruno Garotti,Netflix,"Drama, Comedy"
Kevin Hart: Zero F**ks Given,6.1,1h 9min,2020,Leslie Small,Netflix,Comedy
Hunt for the Wilderpeople,7.8,1h 41min,2016,Taika Waititi,Netflix,"Comedy, Drama"
Okja,7.3,2h 2min,2017,Bong Joon-ho,Netflix,"Drama, Action & Adventure, Science-Fiction"
The Swarm,5.3,1h 41min,2020,Just Philippot,Netflix,"Horror, Fantasy, Drama, Made in Europe"
"Out of Many, One",6.196438356164386,35min,2018,John Hoffman,Netflix,Documentary
Mucho Mucho Amor: The Legend of Walter Mercado,7.3,1h 36min,2020,Cristina Costantini,Netflix,Documentary
Dolly Parton: Here I Am,7.3,1h 30min,2019,Francis Whately,Netflix,"Documentary, Music & Musical"
Monty Python: The Meaning of Live,7.6,1h 36min,2014,Roger Graef,Netflix,"Documentary, Comedy"
Love Wedding Repeat,5.5,1h 40min,2020,Dean Craig,Netflix,"Comedy, Romance"
The Assistant,5.4,2h 4min,2022,Adrian Teh,Netflix,"Mystery & Thriller, Action & Adventure, Crime"
Stealing Raden Saleh,7.3,2h 34min,2022,Angga Dwimas Sasongko,Netflix,"Crime, Drama, Action & Adventure"
Anelka: Misunderstood,6.4,1h 34min,2020,Frank Nataf,Netflix,"Documentary, Sport"
Marc Maron: End Times Fun,6.8,1h 11min,2020,Lynn Shelton,Netflix,"Comedy, Documentary"
Christmas Full of Grace,4.4,1h 44min,2022,Pedro Antônio,Netflix,"Comedy, Romance"
"Crack: Cocaine, Corruption & Conspiracy",6.7,1h 29min,2021,Stanley Nelson,Netflix,"Documentary, Crime, History"
David and the Elves,5.2,1h 46min,2021,Michał Rogalski,Netflix,"Fantasy, Kids & Family, Comedy"
ReMastered: Massacre at the Stadium,7.3,1h 4min,2019,Bent-Jorgen Perlmutt,Netflix,"Documentary, Drama"
Amina,4.0,2h 0min,2021,Izu Ojukwu,Netflix,"Drama, History, Action & Adventure"
"Ray Romano: Right Here, Around the Corner",7.2,58min,2019,Michael Showalter,Netflix,"Comedy, Documentary"
Jeff Garlin: Our Man in Chicago,5.9,58min,2019,Christopher Storer,Netflix,Comedy
Chickenhare and the Hamster of Darkness,6.3,1h 31min,2022,Benjamin Mousquet,Netflix,"Romance, Animation, Comedy, Kids & Family, Fantasy, Action & Adventure"
The Last Dolphin King,5.6,1h 33min,2022,Ernest Riera,Netflix,Documentary
Dobaaraa,4.6,2h 12min,2022,Anurag Kashyap,Netflix,"Drama, Fantasy, Mystery & Thriller, Science-Fiction"
Rakkhosh,4.7,1h 53min,2019,Srivinay Salian,Netflix,Horror
A Trip to Infinity,6.9,1h 19min,2022,Drew Takahashi,Netflix,Documentary
"Norm Macdonald: Hitler's Dog, Gossip & Trickery",7.4,1h 0min,2017,Liz Plonka,Netflix,"Comedy, Documentary"
The Takeover,5.3,1h 27min,2022,Annemarie van de Mond,Netflix,"Crime, Action & Adventure, Mystery & Thriller"
The 2nd,3.8,1h 33min,2020,Brian Skiba,Netflix,"Action & Adventure, Drama"
The Violence Action,4.6,1h 51min,2022,Tôichirô Rutô,Netflix,"Action & Adventure, Drama"
Jim Jefferies: Intolerant,7.2,1h 6min,2020,Scott Zabielski,Netflix,Comedy
Afterlife of the Party,5.8,1h 49min,2021,Stephen Herek,Netflix,"Fantasy, Comedy, Drama, Romance"
The Shadow,6.196438356164386,15min,2019,Nayla Al Khaja,Netflix,"Horror, Drama"
Jo Koy: Comin’ In Hot,7.4,1h 0min,2019,Shannon Hartman,Netflix,Comedy
Work It,6.1,1h 33min,2020,Laura Terruso,Netflix,"Comedy, Music & Musical"
Nate Bargatze: The Tennessee Kid,7.6,1h 0min,2019,Ryan Polito,Netflix,Comedy
"Strip Down, Rise Up",5.4,1h 52min,2021,Michèle Ohayon,Netflix,Documentary
Without Saying Goodbye,5.8,1h 36min,2022,Bruno Ascenzo,Netflix,"Romance, Comedy"
Hannah Gadsby: Douglas,6.196438356164386,1h 12min,2020,Madeleine Parry,Netflix,Comedy
UFO,4.8,1h 49min,2022,Onur Bilgetay,Netflix,"Drama, Romance, Documentary"
Words Bubble Up Like Soda Pop,6.196438356164386,1h 27min,2021,Kyohei Ishiguro,Netflix,"Animation, Drama"
Secrets of the Saqqara Tomb,7.2,1h 54min,2020,James Tovell,Netflix,"Documentary, History"
Red Snow,4.7,1h 40min,2019,Marie Clements,Netflix,Drama
The Fisherman's Diary,6.4,2h 23min,2020,Enah Johnscott,Netflix,Drama
Closet Monster,7.0,1h 30min,2016,Stephen Dunn,Netflix,"Drama, Fantasy"
Mike Birbiglia: The New One,7.7,1h 25min,2019,Seth Barrish,Netflix,Comedy
The Whole Truth,5.2,2h 5min,2021,Wisit Sasanatieng,Netflix,"Drama, Horror, Mystery & Thriller"
The Silence of the Marsh,6.196438356164386,1h 32min,2019,Marc Vigil,Netflix,"Mystery & Thriller, Made in Europe"
Skemerson,6.7,1h 27min,2019,Phillip Rademeyer,Netflix,Drama
Bert Kreischer: Secret Time,7.3,57min,2018,Todd Biermann,Netflix,"Comedy, Documentary"
Tragic Jungle,5.6,1h 36min,2020,Yulene Olaizola,Netflix,"Drama, Mystery & Thriller"
Crimson Peak,6.5,1h 59min,2015,Guillermo del Toro,Netflix,"Horror, Drama, Romance, Mystery & Thriller, Fantasy"
GodFather,5.2,2h 37min,2022,Mohan Raja,Netflix,"Action & Adventure, Drama, Crime, Mystery & Thriller"
"Kalel, 15",7.1,1h 44min,2019,Jun Robles Lana,Netflix,Drama
Stay on Board: The Leo Baker Story,6.7,1h 12min,2022,Nicola Marsh,Netflix,"Documentary, Sport"
If Anything Happens I Love You,6.196438356164386,13min,2020,Michael Govier,Netflix,Drama
Serious Men,6.8,1h 55min,2020,Sudhir Mishra,Netflix,"Drama, Comedy"
Anne+,6.1,1h 34min,2021,Valerie Bisscheroux,Netflix,"Drama, Romance"
A Boy Called Christmas,6.7,1h 46min,2021,Gil Kenan,Netflix,"Kids & Family, Fantasy, Drama"
Frances Ha,7.4,1h 26min,2013,Noah Baumbach,Netflix,"Comedy, Drama, Romance"
The Catholic School,5.7,1h 47min,2021,Stefano Mordini,Netflix,"Drama, Documentary"
Finding Agnes,5.0,1h 45min,2020,Marla Ancheta,Netflix,Drama
We Steal Secrets: The Story of WikiLeaks,6.9,2h 7min,2013,Alex Gibney,Netflix,Documentary
The Decline,6.0,1h 23min,2020,Patrice Laliberté,Netflix,"Mystery & Thriller, Action & Adventure"
Uncorked,6.4,1h 44min,2020,Prentice Penny,Netflix,"Drama, Comedy"
Notes from Dunblane: Lessons from a School Shooting,6.196438356164386,22min,2018,Kim A. Snyder,Netflix,Documentary
Boomika,5.3,2h 2min,2021,R. Rathindran Prasad,Netflix,"Horror, Mystery & Thriller"
The Weekend Away,5.6,1h 30min,2022,Kim Farrant,Netflix,"Mystery & Thriller, Crime, Drama"
The DUFF,6.4,1h 40min,2015,Ari Sandel,Netflix,"Romance, Comedy"
"Ron White: If You Quit Listening, I'll Shut Up",6.6,1h 3min,2018,Tom Forrest,Netflix,Comedy
After Maria,6.196438356164386,36min,2019,Nadia Hallgren,Netflix,Documentary
Bird Box,6.6,2h 3min,2018,Susanne Bier,Netflix,"Mystery & Thriller, Drama, Science-Fiction, Horror"
PK,8.1,2h 33min,2014,Rajkumar Hirani,Netflix,"Drama, Science-Fiction, Comedy, Romance, Fantasy"
Doctor G,6.7,2h 4min,2022,Anubhuti Kashyap,Netflix,"Drama, Comedy"
Violet Evergarden: Recollections,7.2,1h 35min,2021,Taichi Ishidate,Netflix,"Drama, Romance, Fantasy"
Rogue City,6.196438356164386,1h 56min,2020,Olivier Marchal,Netflix,"Mystery & Thriller, Drama"
Bo Burnham: What.,8.3,1h 0min,2013,Christopher Storer,Netflix,"Comedy, Music & Musical, Documentary"
Feel the Beat,6.3,1h 47min,2020,Elissa Down,Netflix,"Drama, Kids & Family, Comedy"
